customer_id,first_name,last_name,email,phone,registration_date,age,city,state,segment,is_active
CUST_000025,Lisa,Williams,customer25@email.com,+16110572428,2025-05-21,79,New York,CA,Gold,True
CUST_000026,Lisa,Williams,customer26@email.com,+13181106786,2025-06-06,22,Los Angeles,FL,Platinum,True
CUST_000027,Sarah,Smith,customer27@email.com,+13660223333,2025-02-07,60,Philadelphia,IL,Silver,True
CUST_000028,Emma,Brown,customer28@email.com,+16435772945,2025-07-04,60,Phoenix,GA,Gold,False
CUST_000029,Jane,Smith,customer29@email.com,+15278201677,2025-08-03,52,Houston,IL,Silver,False
CUST_000030,Jane,Brown,customer30@email.com,+16882074066,2025-06-21,46,Phoenix,CA,Gold,False
CUST_000031,Jane,Williams,customer31@email.com,+12135872495,2025-07-17,65,Chicago,IL,Gold,True
CUST_000032,Emma,Brown,customer32@email.com,+18958199946,2024-12-25,49,Phoenix,CA,Bronze,True
CUST_000033,David,Smith,customer33@email.com,+15310195918,2025-07-05,58,Phoenix,NY,Platinum,True
CUST_000034,Chris,Smith,customer34@email.com,+11480494664,2024-09-21,75,Chicago,CA,Gold,True
CUST_000035,Mike,Miller,customer35@email.com,+11547374338,2025-04-05,41,New York,PA,Silver,True
CUST_000036,Jane,Garcia,customer36@email.com,+14993808565,2025-06-18,80,Chicago,OH,Bronze,True
CUST_000037,Emma,Miller,customer37@email.com,+14482141802,2025-04-26,28,Los Angeles,OH,Bronze,False
CUST_000038,Sarah,Brown,customer38@email.com,+17271954644,2025-04-06,70,Houston,FL,Bronze,True
CUST_000039,Chris,Garcia,customer39@email.com,+18616379926,2025-03-14,59,San Antonio,PA,Bronze,True
CUST_000040,David,Williams,customer40@email.com,+19519284858,2025-08-21,24,San Antonio,PA,Gold,True
CUST_000041,Jane,Miller,customer41@email.com,+16111349421,2025-08-18,63,San Antonio,CA,Silver,True
CUST_000042,Jane,Garcia,customer42@email.com,+17971399399,2024-10-05,72,Los Angeles,IL,Gold,True
CUST_000043,Emma,Miller,customer43@email.com,+18289454630,2024-11-30,26,Houston,OH,Platinum,True
CUST_000044,Mike,Jones,customer44@email.com,+14580822352,2025-04-07,36,Houston,OH,Gold,True
CUST_000045,Lisa,Brown,customer45@email.com,+17490442894,2025-06-15,60,Los Angeles,IL,Gold,True
CUST_000046,Sarah,Jones,customer46@email.com,+11855256552,2025-08-28,20,Houston,GA,Bronze,True
CUST_000047,Sarah,Miller,customer47@email.com,+17418301077,2025-05-08,27,New York,TX,Platinum,True
CUST_000048,Lisa,Smith,customer48@email.com,+13394039673,2025-07-09,47,Chicago,GA,Gold,False
CUST_000049,Lisa,Miller,customer49@email.com,+17648059419,2025-06-20,65,San Diego,GA,Gold,True
CUST_000050,David,Davis,customer50@email.com,+13691864041,2025-04-22,46,Los Angeles,IL,Silver,True
CUST_000051,Emma,Johnson,customer51@email.com,+11594312071,2025-05-14,42,Chicago,FL,Bronze,True
CUST_000052,Emma,Davis,customer52@email.com,+12785736751,2025-05-27,71,San Antonio,OH,Bronze,False
CUST_000053,Chris,Davis,customer53@email.com,+16805759868,2025-02-22,72,San Antonio,FL,Platinum,True
CUST_000054,Chris,Davis,customer54@email.com,+15419627962,2025-03-21,60,San Antonio,NY,Platinum,False
CUST_000055,John,Miller,customer55@email.com,+13847562279,2025-07-29,59,San Antonio,NY,Platinum,True
CUST_000056,David,Miller,customer56@email.com,+12405969000,2025-01-20,38,Philadelphia,OH,Gold,True
CUST_000057,Chris,Jones,customer57@email.com,+14585915088,2025-01-12,19,New York,PA,Silver,True
CUST_000058,John,Smith,customer58@email.com,+15078551333,2025-05-30,71,New York,NY,Silver,True
CUST_000059,Jane,Brown,customer59@email.com,+12584392711,2024-11-03,56,Los Angeles,NY,Gold,True
CUST_000060,John,Jones,customer60@email.com,+16906898409,2025-05-31,22,Houston,TX,Gold,False
CUST_000061,Jane,Smith,customer61@email.com,+12591589823,2024-12-24,59,Philadelphia,CA,Platinum,False
CUST_000062,Jane,Miller,customer62@email.com,+19421518487,2024-10-19,75,San Diego,NY,Platinum,True
CUST_000063,David,Davis,customer63@email.com,+17291584955,2024-11-10,35,Philadelphia,FL,Bronze,True
CUST_000064,Lisa,Brown,customer64@email.com,+18518238399,2024-11-22,57,San Antonio,PA,Bronze,True
CUST_000065,Emma,Williams,customer65@email.com,+13094011037,2025-03-12,69,Phoenix,PA,Gold,False
CUST_000066,David,Smith,customer66@email.com,+11820581106,2025-05-09,64,San Antonio,GA,Silver,True
CUST_000067,Lisa,Davis,customer67@email.com,+14405620755,2025-07-24,36,Houston,OH,Silver,True
CUST_000068,Emma,Davis,customer68@email.com,+16771394050,2024-12-02,39,Philadelphia,GA,Gold,True
CUST_000069,Sarah,Johnson,customer69@email.com,+14097892639,2025-04-01,25,Chicago,FL,Silver,True
CUST_000070,David,Jones,customer70@email.com,+15211261115,2025-06-02,36,Houston,PA,Silver,True
CUST_000071,Mike,Jones,customer71@email.com,+19824122054,2025-04-13,62,Chicago,GA,Bronze,False
CUST_000072,David,Davis,customer72@email.com,+17351029162,2025-03-19,29,New York,IL,Platinum,True
CUST_000073,Jane,Miller,customer73@email.com,+13112035409,2024-11-18,58,New York,NY,Silver,False
CUST_000074,David,Johnson,customer74@email.com,+15268845844,2025-07-11,53,San Antonio,FL,Platinum,True
CUST_000075,Lisa,Jones,customer75@email.com,+19547119184,2025-04-06,54,New York,TX,Silver,True
CUST_000076,David,Johnson,customer76@email.com,+11674555072,2025-06-13,53,Los Angeles,NY,Bronze,True
CUST_000077,Lisa,Jones,customer77@email.com,+11140187131,2025-04-15,63,Phoenix,GA,Bronze,True
CUST_000078,David,Brown,customer78@email.com,+12825957977,2024-12-05,32,Chicago,IL,Silver,True
CUST_000079,Mike,Jones,customer79@email.com,+19251459094,2025-01-28,25,San Diego,IL,Platinum,False
CUST_000080,Lisa,Davis,customer80@email.com,+19935429720,2025-08-20,74,San Antonio,PA,Gold,True
CUST_000081,Sarah,Smith,customer81@email.com,+14248149900,2025-01-12,51,San Diego,IL,Silver,False
CUST_000082,Chris,Davis,customer82@email.com,+15162060546,2025-01-12,40,San Antonio,PA,Gold,True
CUST_000083,Mike,Garcia,customer83@email.com,+17422990551,2024-10-05,78,San Antonio,CA,Platinum,True
CUST_000084,David,Garcia,customer84@email.com,+18613035386,2024-12-20,70,New York,GA,Platinum,True
CUST_000085,Emma,Davis,customer85@email.com,+17981077394,2025-08-14,31,Phoenix,NY,Gold,True
CUST_000086,Lisa,Johnson,customer86@email.com,+14433026356,2024-09-11,28,Phoenix,CA,Platinum,True
CUST_000087,Jane,Davis,customer87@email.com,+15067594934,2024-10-13,71,Chicago,GA,Gold,True
CUST_000088,David,Miller,customer88@email.com,+18880079328,2025-01-11,33,San Diego,NY,Platinum,True
CUST_000089,Mike,Johnson,customer89@email.com,+17077131430,2024-12-24,35,New York,IL,Gold,False
CUST_000090,Lisa,Williams,customer90@email.com,+17375197714,2025-03-23,53,San Antonio,GA,Gold,False
CUST_000091,Sarah,Miller,customer91@email.com,+18625905455,2025-08-18,38,San Diego,OH,Platinum,False
CUST_000092,Mike,Davis,customer92@email.com,+15143889422,2025-07-07,50,Philadelphia,TX,Platinum,True
CUST_000093,Lisa,Smith,customer93@email.com,+14102872611,2025-02-12,73,Chicago,TX,Platinum,True
CUST_000094,David,Garcia,customer94@email.com,+17586857685,2025-03-31,58,San Diego,CA,Bronze,True
CUST_000095,David,Brown,customer95@email.com,+14207337120,2025-01-30,80,Los Angeles,TX,Platinum,True
CUST_000096,David,Smith,customer96@email.com,+15492496998,2025-08-12,36,Philadelphia,PA,Platinum,True
CUST_000097,Chris,Williams,customer97@email.com,+11730074215,2025-07-31,57,San Antonio,FL,Platinum,False
CUST_000098,Mike,Brown,customer98@email.com,+16385791669,2025-05-02,60,New York,GA,Gold,True
CUST_000099,Mike,Johnson,customer99@email.com,+17818568548,2024-10-17,79,San Antonio,IL,Platinum,False
CUST_000100,Sarah,Miller,customer100@email.com,+18960015186,2025-07-17,33,San Antonio,PA,Gold,False
CUST_000101,David,Smith,customer101@email.com,+18122042835,2025-04-22,18,New York,GA,Gold,True
CUST_000102,Sarah,Garcia,customer102@email.com,+15464285982,2025-01-27,20,Philadelphia,NY,Bronze,False
CUST_000103,Emma,Miller,customer103@email.com,+11754368373,2025-07-04,68,Philadelphia,IL,Silver,True
CUST_000104,Lisa,Jones,customer104@email.com,+15789617427,2025-08-02,27,Houston,OH,Gold,True
CUST_000105,Chris,Smith,customer105@email.com,+15825776872,2025-03-05,61,Phoenix,OH,Gold,True
CUST_000106,Sarah,Davis,customer106@email.com,+19697414638,2024-11-26,38,Houston,TX,Platinum,False
CUST_000107,David,Miller,customer107@email.com,+11501119337,2025-08-17,78,New York,IL,Platinum,True
CUST_000108,Sarah,Williams,customer108@email.com,+16964188417,2025-03-04,60,San Antonio,NY,Platinum,True
CUST_000109,Lisa,Miller,customer109@email.com,+12201474778,2024-09-21,41,Houston,GA,Platinum,False
CUST_000110,Emma,Johnson,customer110@email.com,+18064477344,2025-08-09,43,Phoenix,FL,Bronze,False
CUST_000111,Lisa,Johnson,customer111@email.com,+13846570058,2024-10-16,58,New York,CA,Gold,True
CUST_000112,Mike,Brown,customer112@email.com,+14735313433,2025-03-25,67,Chicago,CA,Gold,False
CUST_000113,Mike,Williams,customer113@email.com,+17615175036,2025-06-12,25,New York,NY,Bronze,True
CUST_000114,Sarah,Garcia,customer114@email.com,+11067779246,2025-04-27,21,Chicago,OH,Bronze,True
CUST_000115,Lisa,Davis,customer115@email.com,+18636525027,2024-12-21,55,Los Angeles,GA,Silver,False
CUST_000116,John,Jones,customer116@email.com,+15140460939,2025-08-09,48,San Antonio,OH,Bronze,True
CUST_000117,Lisa,Johnson,customer117@email.com,+14862321353,2025-03-29,56,Chicago,TX,Silver,True
CUST_000118,Emma,Miller,customer118@email.com,+17573691558,2025-01-20,50,San Antonio,TX,Bronze,False
CUST_000119,Sarah,Miller,customer119@email.com,+16276339732,2025-03-20,70,San Diego,OH,Platinum,True
CUST_000120,Emma,Miller,customer120@email.com,+16389710636,2025-06-23,61,San Diego,TX,Bronze,False
CUST_000121,Jane,Miller,customer121@email.com,+18468071953,2025-07-05,53,New York,PA,Bronze,True
CUST_000122,Chris,Smith,customer122@email.com,+19454207717,2024-11-06,37,Philadelphia,TX,Silver,True
CUST_000123,Lisa,Brown,customer123@email.com,+14639017775,2025-03-14,72,Philadelphia,TX,Gold,True
CUST_000124,Chris,Smith,customer124@email.com,+18273403366,2025-08-26,29,Phoenix,IL,Gold,True
CUST_000125,Mike,Williams,customer125@email.com,+12721355673,2025-06-29,65,New York,TX,Silver,True
CUST_000126,Lisa,Garcia,customer126@email.com,+15971034978,2025-04-03,64,Philadelphia,TX,Bronze,True
CUST_000127,John,Johnson,customer127@email.com,+16463640105,2024-10-06,45,San Diego,GA,Platinum,True
CUST_000128,Jane,Garcia,customer128@email.com,+12846465000,2025-04-17,61,San Diego,IL,Bronze,True
CUST_000129,John,Smith,customer129@email.com,+16172957943,2025-05-24,67,Chicago,IL,Gold,True
CUST_000130,John,Davis,customer130@email.com,+18503368512,2025-06-12,26,San Antonio,FL,Gold,True
CUST_000131,John,Miller,customer131@email.com,+15375461598,2025-08-01,73,Philadelphia,OH,Platinum,True
CUST_000132,Chris,Jones,customer132@email.com,+15789633176,2025-08-30,79,Philadelphia,NY,Platinum,False
CUST_000133,Emma,Johnson,customer133@email.com,+11454678712,2025-01-29,55,San Antonio,TX,Platinum,False
CUST_000134,Emma,Brown,customer134@email.com,+11722124509,2024-12-22,58,Los Angeles,FL,Gold,True
CUST_000135,Mike,Brown,customer135@email.com,+11441542090,2025-05-01,30,Chicago,NY,Bronze,True
CUST_000136,Lisa,Davis,customer136@email.com,+17977267911,2024-10-23,38,Chicago,GA,Bronze,True
CUST_000137,David,Jones,customer137@email.com,+13540128512,2025-03-13,50,Los Angeles,IL,Platinum,True
CUST_000138,John,Garcia,customer138@email.com,+18867077130,2025-08-01,59,Los Angeles,OH,Platinum,True
CUST_000139,John,Davis,customer139@email.com,+16103449651,2024-11-04,48,Chicago,CA,Platinum,True
CUST_000140,Emma,Johnson,customer140@email.com,+11741134891,2025-05-06,63,San Diego,GA,Silver,True
CUST_000141,David,Miller,customer141@email.com,+13567900251,2024-10-21,59,Philadelphia,TX,Gold,True
CUST_000142,Chris,Jones,customer142@email.com,+15940815822,2025-07-30,55,Chicago,PA,Gold,False
CUST_000143,Chris,Williams,customer143@email.com,+15028688786,2025-04-04,53,San Antonio,PA,Silver,True
CUST_000144,Jane,Miller,customer144@email.com,+17478908722,2025-08-31,41,Phoenix,NY,Silver,True
CUST_000145,Lisa,Brown,customer145@email.com,+11590838716,2025-08-01,36,Los Angeles,CA,Gold,False
CUST_000146,Mike,Miller,customer146@email.com,+11662510569,2025-06-09,71,Chicago,GA,Bronze,True
CUST_000147,Sarah,Davis,customer147@email.com,+17917454662,2025-01-23,32,Houston,IL,Platinum,False
CUST_000148,Sarah,Garcia,customer148@email.com,+17187318744,2025-04-18,67,San Antonio,OH,Silver,False
CUST_000149,Mike,Jones,customer149@email.com,+19814045133,2025-01-06,73,Philadelphia,TX,Bronze,True
CUST_000150,Mike,Jones,customer150@email.com,+13204833223,2025-01-29,23,Houston,GA,Gold,False
CUST_000151,Chris,Smith,customer151@email.com,+12606152369,2025-02-24,23,Philadelphia,FL,Bronze,True
CUST_000152,Jane,Garcia,customer152@email.com,+14398953973,2025-07-01,20,Phoenix,GA,Silver,True
CUST_000153,Lisa,Davis,customer153@email.com,+13642900640,2025-07-31,19,Phoenix,FL,Silver,True
CUST_000154,Chris,Johnson,customer154@email.com,+18628603366,2025-05-11,37,Los Angeles,CA,Silver,True
CUST_000155,Lisa,Johnson,customer155@email.com,+19182543558,2024-11-08,52,New York,FL,Silver,True
CUST_000156,John,Garcia,customer156@email.com,+12789144223,2024-10-04,60,Los Angeles,PA,Bronze,False
CUST_000157,John,Miller,customer157@email.com,+19045897249,2025-08-18,58,San Antonio,PA,Gold,True
CUST_000158,Emma,Johnson,customer158@email.com,+12480915452,2024-10-08,58,Los Angeles,PA,Silver,True
CUST_000159,Emma,Williams,customer159@email.com,+18235656521,2024-09-18,48,Chicago,NY,Bronze,True
CUST_000160,Lisa,Smith,customer160@email.com,+12260326267,2025-08-18,68,Houston,CA,Gold,False
CUST_000161,Chris,Davis,customer161@email.com,+12087974350,2024-10-13,30,Phoenix,PA,Bronze,False
CUST_000162,Emma,Jones,customer162@email.com,+16875597607,2025-02-17,65,San Diego,OH,Gold,False
CUST_000163,Lisa,Davis,customer163@email.com,+19944748312,2025-02-04,23,San Antonio,NY,Gold,True
CUST_000164,Jane,Garcia,customer164@email.com,+18133593748,2025-04-06,46,San Antonio,NY,Platinum,True
CUST_000165,John,Garcia,customer165@email.com,+17163022531,2024-10-17,80,New York,TX,Platinum,True
CUST_000166,Mike,Smith,customer166@email.com,+18650676663,2025-08-23,26,Los Angeles,FL,Gold,True
CUST_000167,John,Williams,customer167@email.com,+18211516617,2025-03-04,41,San Diego,TX,Silver,True
CUST_000168,Chris,Garcia,customer168@email.com,+18084809436,2025-05-05,79,Los Angeles,CA,Silver,True
CUST_000169,Chris,Johnson,customer169@email.com,+12916728422,2024-10-31,36,San Diego,FL,Bronze,True
CUST_000170,Jane,Davis,customer170@email.com,+18358867651,2025-07-27,69,Philadelphia,PA,Bronze,True
CUST_000171,David,Jones,customer171@email.com,+14656572173,2024-09-10,63,Chicago,PA,Silver,True
CUST_000172,Sarah,Williams,customer172@email.com,+13121808073,2025-03-09,53,Philadelphia,GA,Silver,True
CUST_000173,Jane,Johnson,customer173@email.com,+16623360831,2025-01-07,51,San Antonio,OH,Bronze,True
CUST_000174,Emma,Johnson,customer174@email.com,+17227593033,2024-09-26,51,Philadelphia,NY,Silver,True
CUST_000175,Mike,Miller,customer175@email.com,+14728940550,2025-07-08,51,Chicago,IL,Silver,True
CUST_000176,Sarah,Garcia,customer176@email.com,+15633668009,2025-06-01,58,Phoenix,NY,Gold,True
CUST_000177,Jane,Williams,customer177@email.com,+13493857758,2025-06-14,60,Philadelphia,CA,Bronze,True
CUST_000178,David,Brown,customer178@email.com,+13744446292,2024-12-29,74,Phoenix,IL,Platinum,True
CUST_000179,Chris,Jones,customer179@email.com,+12947957237,2024-09-22,21,Chicago,GA,Platinum,True
CUST_000180,Sarah,Garcia,customer180@email.com,+13605585995,2025-04-02,73,Philadelphia,PA,Platinum,True
CUST_000181,Emma,Johnson,customer181@email.com,+12370592316,2025-01-14,25,Phoenix,GA,Silver,True
CUST_000182,John,Jones,customer182@email.com,+19355364489,2024-10-29,44,Houston,NY,Gold,False
CUST_000183,Emma,Brown,customer183@email.com,+14277581356,2024-12-28,50,San Diego,GA,Gold,True
CUST_000184,Jane,Miller,customer184@email.com,+17465834732,2025-05-09,31,Philadelphia,CA,Bronze,True
CUST_000185,Lisa,Jones,customer185@email.com,+13305069227,2025-07-16,45,Chicago,IL,Gold,True
CUST_000186,Emma,Smith,customer186@email.com,+12720484983,2024-11-22,53,Houston,PA,Gold,True
CUST_000187,Lisa,Jones,customer187@email.com,+13624410325,2025-07-06,80,Los Angeles,OH,Gold,True
CUST_000188,Emma,Garcia,customer188@email.com,+14242550727,2025-05-31,56,San Antonio,CA,Bronze,True
CUST_000189,Emma,Davis,customer189@email.com,+17525484303,2025-06-25,56,Chicago,PA,Gold,True
CUST_000190,David,Garcia,customer190@email.com,+17712708591,2025-01-09,70,New York,PA,Gold,True
CUST_000191,Chris,Jones,customer191@email.com,+19704383251,2025-01-10,34,Houston,CA,Platinum,True
CUST_000192,Chris,Williams,customer192@email.com,+12040226318,2024-11-20,78,Los Angeles,FL,Bronze,True
CUST_000193,Chris,Williams,customer193@email.com,+16170675398,2024-12-27,67,San Diego,CA,Silver,True
CUST_000194,Emma,Davis,customer194@email.com,+17551874474,2025-04-02,79,Chicago,GA,Gold,True
CUST_000195,David,Davis,customer195@email.com,+16353758928,2024-11-28,37,Houston,IL,Gold,True
CUST_000196,Lisa,Garcia,customer196@email.com,+17355707297,2024-11-27,77,Phoenix,IL,Bronze,True
CUST_000197,Chris,Miller,customer197@email.com,+18809871735,2025-06-27,36,New York,IL,Bronze,True
CUST_000198,Lisa,Jones,customer198@email.com,+18504761698,2025-05-23,30,Phoenix,IL,Silver,True
CUST_000199,Sarah,Brown,customer199@email.com,+19807970435,2024-12-12,32,Houston,CA,Bronze,True
CUST_000200,Lisa,Johnson,customer200@email.com,+11590416424,2024-12-02,80,Chicago,OH,Platinum,True
CUST_000201,Sarah,Jones,customer201@email.com,+16674372082,2024-10-14,21,Los Angeles,FL,Bronze,False
CUST_000202,Mike,Miller,customer202@email.com,+14949801453,2025-02-18,68,San Diego,NY,Gold,False
CUST_000203,John,Jones,customer203@email.com,+19516893896,2025-04-17,47,San Diego,NY,Platinum,True
CUST_000204,Jane,Garcia,customer204@email.com,+11799718923,2025-03-21,68,Phoenix,FL,Silver,True
CUST_000205,Chris,Miller,customer205@email.com,+17508080884,2025-07-27,43,Los Angeles,NY,Silver,True
CUST_000206,Sarah,Smith,customer206@email.com,+16415031531,2025-05-12,46,Phoenix,PA,Gold,True
CUST_000207,John,Jones,customer207@email.com,+18102515984,2024-09-20,33,New York,TX,Platinum,True
CUST_000208,Chris,Jones,customer208@email.com,+13964774623,2024-10-17,76,Phoenix,PA,Silver,True
CUST_000209,Mike,Davis,customer209@email.com,+15952894290,2024-11-03,41,San Antonio,GA,Silver,True
CUST_000210,Jane,Davis,customer210@email.com,+12553854176,2024-11-25,25,New York,FL,Silver,True
CUST_000211,Lisa,Johnson,customer211@email.com,+13921845810,2024-11-15,49,Los Angeles,GA,Bronze,True
CUST_000212,Chris,Davis,customer212@email.com,+13421980125,2024-11-27,47,Phoenix,CA,Platinum,True
CUST_000213,John,Brown,customer213@email.com,+13483827971,2025-08-17,45,Philadelphia,TX,Bronze,False
CUST_000214,Jane,Davis,customer214@email.com,+15431267548,2025-02-12,29,Chicago,OH,Gold,False
CUST_000215,Chris,Davis,customer215@email.com,+19189503254,2025-03-01,23,Chicago,PA,Bronze,True
CUST_000216,Chris,Williams,customer216@email.com,+16576426590,2024-09-30,64,San Antonio,OH,Silver,True
CUST_000217,Emma,Williams,customer217@email.com,+12183906581,2025-07-14,20,San Antonio,CA,Silver,True
CUST_000218,Jane,Smith,customer218@email.com,+14746123831,2025-05-07,65,New York,OH,Platinum,True
CUST_000219,Sarah,Smith,customer219@email.com,+19561946187,2025-05-13,70,Philadelphia,PA,Silver,True
CUST_000220,Mike,Brown,customer220@email.com,+17071194857,2025-04-22,21,Chicago,OH,Platinum,True
CUST_000221,Emma,Miller,customer221@email.com,+17083067988,2025-06-25,37,San Antonio,NY,Platinum,True
CUST_000222,Sarah,Jones,customer222@email.com,+19837427517,2025-02-10,79,San Antonio,NY,Platinum,True
CUST_000223,Sarah,Garcia,customer223@email.com,+13777580509,2025-01-22,72,Philadelphia,TX,Silver,True
CUST_000224,Chris,Smith,customer224@email.com,+14752171298,2025-06-05,69,Houston,GA,Silver,False
CUST_000225,Emma,Jones,customer225@email.com,+11065857791,2025-06-04,79,Los Angeles,GA,Silver,True
CUST_000226,Sarah,Miller,customer226@email.com,+14930438209,2024-12-01,38,Phoenix,OH,Platinum,True
CUST_000227,Emma,Jones,customer227@email.com,+16418365941,2024-12-21,74,San Diego,GA,Bronze,False
CUST_000228,Lisa,Garcia,customer228@email.com,+14927019611,2025-03-04,38,San Antonio,CA,Silver,True
CUST_000229,John,Jones,customer229@email.com,+18387395021,2025-04-11,27,Houston,PA,Silver,True
CUST_000230,Sarah,Davis,customer230@email.com,+16744794855,2025-01-02,79,San Diego,GA,Silver,True
CUST_000231,Emma,Williams,customer231@email.com,+17642365889,2025-06-07,76,New York,CA,Bronze,False
CUST_000232,John,Smith,customer232@email.com,+12771211118,2024-10-22,32,Los Angeles,NY,Bronze,True
CUST_000233,Lisa,Garcia,customer233@email.com,+19849565863,2024-10-18,60,San Diego,GA,Bronze,True
CUST_000234,Chris,Smith,customer234@email.com,+19661772834,2025-04-22,52,Phoenix,CA,Platinum,False
CUST_000235,Mike,Johnson,customer235@email.com,+14942989764,2024-12-15,27,Houston,FL,Gold,False
CUST_000236,David,Miller,customer236@email.com,+15634352383,2025-02-14,47,Houston,FL,Gold,True
CUST_000237,Jane,Smith,customer237@email.com,+15696548897,2025-02-27,42,San Diego,CA,Bronze,True
CUST_000238,Jane,Davis,customer238@email.com,+18925631115,2024-10-14,68,Philadelphia,TX,Bronze,True
CUST_000239,Lisa,Jones,customer239@email.com,+19909257076,2025-04-19,75,New York,NY,Gold,True
CUST_000240,Sarah,Williams,customer240@email.com,+15625411308,2025-06-18,54,Houston,OH,Gold,True
CUST_000241,Mike,Johnson,customer241@email.com,+19479654136,2025-08-13,24,San Antonio,FL,Bronze,True
CUST_000242,Chris,Garcia,customer242@email.com,+19717175839,2025-04-23,68,San Diego,GA,Silver,True
CUST_000243,Chris,Miller,customer243@email.com,+12632399901,2024-10-28,36,Houston,TX,Bronze,True
CUST_000244,Chris,Williams,customer244@email.com,+18471762590,2025-03-31,41,Los Angeles,TX,Bronze,False
CUST_000245,Lisa,Garcia,customer245@email.com,+18564925592,2025-07-19,26,Los Angeles,NY,Platinum,True
CUST_000246,Chris,Johnson,customer246@email.com,+11112794026,2025-03-12,53,Los Angeles,PA,Platinum,True
CUST_000247,Chris,Miller,customer247@email.com,+14346505855,2024-11-27,75,Houston,NY,Platinum,True
CUST_000248,David,Jones,customer248@email.com,+16447765697,2025-06-27,22,Chicago,OH,Gold,True
CUST_000249,Lisa,Johnson,customer249@email.com,+16845987005,2025-05-06,64,San Diego,FL,Platinum,True
CUST_000250,David,Smith,customer250@email.com,+19370133032,2025-03-23,71,San Antonio,PA,Platinum,True
CUST_000251,Mike,Jones,customer251@email.com,+16157617867,2025-04-02,29,San Antonio,PA,Gold,True
CUST_000252,Lisa,Brown,customer252@email.com,+16694638039,2025-04-19,70,San Antonio,PA,Bronze,False
CUST_000253,Sarah,Williams,customer253@email.com,+13362657890,2025-01-16,78,Houston,GA,Gold,False
CUST_000254,Jane,Miller,customer254@email.com,+18185384294,2025-06-30,58,Phoenix,FL,Gold,True
CUST_000255,Chris,Miller,customer255@email.com,+15612645121,2024-11-07,48,San Antonio,OH,Bronze,True
CUST_000256,Emma,Johnson,customer256@email.com,+18149805821,2025-06-16,59,New York,OH,Gold,False
CUST_000257,Chris,Johnson,customer257@email.com,+11045302356,2025-04-30,32,Houston,GA,Gold,True
CUST_000258,Mike,Garcia,customer258@email.com,+15285100605,2025-01-05,24,Phoenix,OH,Bronze,True
CUST_000259,Mike,Garcia,customer259@email.com,+16634526139,2025-01-19,68,Houston,GA,Gold,True
CUST_000260,Lisa,Davis,customer260@email.com,+12369705770,2025-04-09,20,Los Angeles,CA,Gold,True
CUST_000261,Mike,Brown,customer261@email.com,+13216176949,2024-12-01,28,Philadelphia,OH,Platinum,True
CUST_000262,Chris,Williams,customer262@email.com,+18118083267,2025-02-19,19,Houston,GA,Platinum,True
